,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
10,e:\Videos\EditedVideos\VHA-Interview\Audios\P73.wav,187.3,0.013081306658775802,52.461856034625576,68.13679889290798,33.58501545819958,34.5517834347084,6.438496509649655,181.35224790499046,575.7062163059177,75.18109161350424,500.52512469241344,56.893947853264734,643.1058194688707,1831.2201965118554,2763.181354616092,391.66761682077293,575.0706077263621,514.5505509308227,277.0247623542281,366.2613796189886,353.1580452421564,3.260365121529635,4.913329273104268,1.473427021967675,2.122484002948294
11,e:\Videos\EditedVideos\VHA-Interview\Audios\P74.wav,150.6,0.0086664618278667,51.62125809145394,64.68870743641777,29.235504661777956,35.45320277463982,6.798388330026288,205.42892726675862,599.8378727547396,75.31804883193692,524.5198239228026,103.82654372640621,676.7888835495871,1847.7913061759746,2893.999746019839,463.31016272906186,593.4305538844069,577.3690772702694,332.0600514522272,365.439360578465,375.5877726178821,3.251844935469597,5.121700476929409,1.5995788917676081,2.5293660245842142
12,e:\Videos\EditedVideos\VHA-Interview\Audios\P76.wav,189.77,0.0136808898892151,52.60835161149018,68.45338595465363,30.701418687553645,37.751967267099985,6.477196197623376,162.10974882896818,535.49489322554,74.98843336341025,460.5064598621297,45.94058276561802,637.5344774626475,1870.1568069388104,3004.5109539364375,455.6214549691919,601.9560065255492,713.4194850960104,326.8250943044478,346.0071290474713,368.27648647635147,3.4924162031600066,5.64958838683625,1.577943257163901,2.4826629394820383
13,e:\Videos\EditedVideos\VHA-Interview\Audios\P77.wav,211.53,0.05193256303146462,57.920275510817675,74.58756809805769,29.848230982262997,44.73933711579469,8.700345490457543,228.45862681479204,598.8951170799203,75.0771455280816,523.8179715518387,63.631235700509734,688.1444936646019,1838.6795575248968,2931.9252548156487,376.4227328998561,576.3125526999163,597.0125763648978,270.95092387281795,387.3480081127573,334.0286714485692,3.012543239023658,4.818435510462937,1.3263359179630132,1.9743456263962673
14,e:\Videos\EditedVideos\VHA-Interview\Audios\P78.wav,142.87,0.010776267313840425,52.79715843535671,68.13992047753884,30.205571869236824,37.93434860830202,7.92093433715431,186.61000494380198,525.6337234940661,76.57869223464887,449.0550312594172,38.62378154280109,690.2854926735268,1852.345975612084,2853.2863449309184,525.6639090113515,676.1338349902675,706.6487325337309,339.91869618385977,376.92839857543265,410.84468847296824,3.194718588801593,4.979016881884348,1.547926327859774,2.512835765083434
15,e:\Videos\EditedVideos\VHA-Interview\Audios\P79.wav,292.27,0.052578769021517154,56.57008316088798,76.62323589810312,33.31644182706785,43.30679407103527,7.79513330337439,221.96239618999968,588.7535657928037,77.00335958403987,511.7502062087638,35.49935027076036,643.0033640958484,1875.1673989349913,2949.8887593975082,421.46336314733026,657.4070110892104,653.0542577014497,322.3623237660112,402.8164938956165,352.7966953361803,3.4985466724952916,5.5177808151000916,1.7467220499431475,2.594261336323734
16,e:\Videos\EditedVideos\VHA-Interview\Audios\P80.wav,227.73,0.05248686850743438,57.645711704663384,73.84806920627769,32.00097158805895,41.84709761821873,8.371929987520128,237.52325332364575,599.7817771603795,75.52608593820116,524.2556912221784,51.94402411242803,667.9328578383883,1804.7453278568426,2722.6337754159717,410.0764688007324,570.7807538233694,607.8414245381232,318.03661994422714,380.50017884341105,428.95630738792283,3.2485077100258244,4.876001780074778,1.7631826517742877,2.4966372649459756
17,e:\Videos\EditedVideos\VHA-Interview\Audios\P81.wav,198.97,0.021849934168399317,54.426409312891565,69.62824591596598,27.75910362454134,41.86914229142464,7.121874776802549,231.0901535421071,585.9989820214147,74.9623530068263,511.03662901458836,53.923773604688535,649.5718347970436,1763.6057236102051,2791.7867895273434,367.52395970639054,684.3859652046931,578.372809062774,252.09916193482997,403.9036456412131,327.98238586765046,3.044244828102231,4.825433072044132,1.3596079527758895,1.9689126831580193
18,e:\Videos\EditedVideos\VHA-Interview\Audios\P83.wav,132.19997732426305,0.020579526946153483,55.94318216164574,76.00049657086646,29.98135771413481,46.01913885673165,7.556915795423395,231.8010690199496,582.1623329536772,75.3770509479724,506.78528200570474,49.57943260422202,663.9382982900793,1856.2079454256095,2871.078380060142,409.75093392853165,576.0589715902125,605.9971604695652,307.83512618325204,376.0236476871251,370.3579198655437,3.3097698705613507,5.130281703723261,1.6242076261756597,2.423273934408413
19,e:\Videos\EditedVideos\VHA-Interview\Audios\P84.wav,299.13,0.058353121830331436,56.92142683575595,78.34316959803785,32.46432787456627,45.878841723471574,7.681421116798621,210.59452680737812,589.7116290933526,75.11068651835512,514.6009425749975,45.288868844093976,588.9609039189431,1813.7601363790159,2891.3627239227003,345.87606955496705,539.3862485406511,567.638636726114,263.9746616531216,325.4621324700947,311.89102538111047,3.551106977367336,5.659461109416638,1.5394491904393928,2.315069828843604
20,e:\Videos\EditedVideos\VHA-Interview\Audios\P85.wav,289.3,0.045669306969597805,56.00205265171531,69.63069559700189,34.32804810270088,35.302647494301006,6.7631915231182615,138.46821863320017,599.2945027957081,74.9969676387484,524.2975351569597,101.08830259569604,583.3233866391279,1691.4810593664695,2740.6051640254814,346.45015489558335,473.30374918976855,525.2800084223529,274.3294479052162,398.3421311289591,417.8975077811639,3.3757468272027014,5.416804469923524,1.6349162140819327,2.3299120214273104
21,e:\Videos\EditedVideos\VHA-Interview\Audios\P86.wav,296.27,0.08214715320946836,58.44896995675341,75.71361486034101,31.548803503673113,44.1648113566679,8.406464806575718,137.62667234169777,599.2254758066997,75.0246011812117,524.200874625488,69.90261827021818,615.0125489168234,1759.909800043211,2805.4401512966083,404.2537528278465,564.5379996833522,575.3173261363272,312.3102772990941,404.98485410120946,398.64048339237365,3.3157168565950332,5.297883281724737,1.475978048795496,2.1475178157299823
22,e:\Videos\EditedVideos\VHA-Interview\Audios\P89.wav,279.3,0.06430722870307921,57.641621387699956,74.27106443607713,28.133424701991654,46.13763973408547,8.896166853105024,134.09362138265064,597.7091628701212,75.44412831816494,522.2650345519562,30.71702604206472,643.1308666202016,1823.8406823648784,2842.146197285665,472.5557208772185,731.6850684194859,746.6529047619175,349.84561212315583,430.6445930126813,469.36330968760456,3.436295556561961,5.3959229327190155,1.708404405693494,2.6258722582686667
23,e:\Videos\EditedVideos\VHA-Interview\Audios\PP1.wav,133.19997732426305,0.0174489026761053,55.193428150445214,70.05835635488036,27.727735114504753,42.330621240375606,7.785499942270923,125.7827085689591,595.7146278834556,92.61830870513514,503.09631917832047,50.530416992536956,630.4829890421612,1794.106141120029,2751.0902172126625,412.3707150478866,555.8013917694034,621.1634525052903,351.69444679433184,420.2355070078049,454.09324267680444,3.4226663803242596,5.223546928579279,1.7444147933419565,2.474410487056151
24,e:\Videos\EditedVideos\VHA-Interview\Audios\P1.wav,155.97,0.0471595600740084,58.82504075473335,75.08669422398367,32.66466562421933,42.42202859976434,8.18298993523325,140.05547319210064,599.2971578198795,75.26540094242105,524.0317568774585,69.59615125826544,627.4023081769907,1806.615079736787,2722.213336165324,384.9910584885711,459.67624235783705,498.75517156195104,287.88248234276074,384.523672615369,392.68491743392644,3.2979835423138626,4.954042171214528,1.4622417800830154,2.0310774762196715
25,e:\Videos\EditedVideos\VHA-Interview\Audios\P3.wav,272.83,0.0912750539614143,59.261270071070875,77.91505357200658,-300.0,377.91505357200657,92.49234306703626,195.7265953531233,599.9352234894543,75.02430634096974,524.9109171484846,157.6893245052013,734.3982749397007,1922.4226924030318,3113.852029620641,465.1561911919341,618.7885789304869,582.6000405492147,432.90943424746234,539.5842103337379,769.396104176149,3.198509316904135,5.172864590927752,1.5830121348885318,2.382108147630792
26,e:\Videos\EditedVideos\VHA-Interview\Audios\P4.wav,241.13,0.03000771163652038,54.967074495106196,72.68191885642334,-300.0,372.68191885642335,61.771103503961264,146.09395683827105,598.0725216694525,75.11215492642864,522.9603667430239,69.21220686197663,709.1817889491439,1853.1749177314193,2968.78737449089,439.0136906905094,607.8634677105076,565.625087045198,368.19902653100473,461.75870262353607,589.9953730156244,3.075153730082855,4.9649488332305864,1.4287928906037788,2.228064568956862
27,e:\Videos\EditedVideos\VHA-Interview\Audios\P5.wav,161.13,0.011435531608074175,52.53189206282688,67.45323470771586,-300.0,367.45323470771586,53.66287742846587,145.69591641962168,595.4368692469137,75.20878490245086,520.2280843444629,94.57505010236174,751.1378840938145,1931.5157135524275,2994.4015374980218,478.15130597964475,744.6290757170926,620.224330794818,397.71492487677665,496.93416513745126,550.6152831089613,3.085040283581182,4.913296281783972,1.5094974097219227,2.4435714347694306
28,e:\Videos\EditedVideos\VHA-Interview\Audios\P6.wav,293.73,0.009859361112948061,49.280449394349766,65.42080299631107,-300.0,365.42080299631107,67.41807979119682,109.10780029536184,594.1999350218412,75.11786009529558,519.0820749265456,41.616857495795436,736.8259707799145,1928.4332889586778,3048.349506981887,495.1190746498314,757.0352017836245,618.7967690424556,380.86143005512116,479.80029562063766,609.820359674642,3.0833693759324934,4.902789666967582,1.394264063180119,2.0984497072362127
29,e:\Videos\EditedVideos\VHA-Interview\Audios\P7.wav,246.53,0.02722553926474063,54.44988159567523,70.60138552252384,-300.0,370.60138552252386,75.9178650669066,127.21909956345411,589.3648949727288,74.97845196114359,514.3864430115852,67.16594374455029,764.4937279921434,1908.9875157092301,2986.9365278474597,461.16134084588884,594.4252461490269,578.9971405707577,400.21255881578816,501.76617643874397,686.4594783626393,3.00296121919105,4.69907239981315,1.5509187007559149,2.27078266393162
30,e:\Videos\EditedVideos\VHA-Interview\Audios\P8.wav,298.07,0.08643872443901952,58.6442449346476,75.31846773792418,-300.0,375.31846773792415,56.17126903170093,135.5773698985015,598.0733410927281,74.95835912274478,523.1149819699833,82.28929336309699,682.1168818259066,1827.58761418365,2963.145759870842,414.8502849281065,685.2001199409877,624.1121564336469,395.2849101885047,518.6597481945083,559.8685815361515,3.2927929657237374,5.4190266958253,1.699192216977303,2.5767605121523505
31,e:\Videos\EditedVideos\VHA-Interview\Audios\P10.wav,296.27,0.10743929616871757,59.61399051738855,73.60981115607875,-300.0,373.60981115607876,89.61936889729756,111.99454140040302,559.2349742546252,74.95012227315789,484.2848519814673,28.21934649726178,725.9510481939542,1892.5044316325232,2998.5801694338547,459.7624661507206,595.6004297381335,603.0619435637508,447.7655960382277,527.9404660127517,777.1308048968133,3.3344304702647842,5.297126611372086,1.7909703872706357,2.6904380124923155
32,e:\Videos\EditedVideos\VHA-Interview\Audios\P11.wav,255.47,0.034971650016565145,55.38367344301891,72.14742181375848,33.79370845643655,38.353713357321936,7.539523273798446,189.42960074043,592.9486024320051,75.27708009300078,517.6715223390044,41.48050501411949,657.4092263429321,1835.8446327480742,2862.1321913526926,387.47338922458965,534.9206226297863,610.572045715108,278.661938265692,395.08985065109533,383.60267859890536,3.203690808209137,4.978973221156338,1.4898811646944294,2.1105992271903786
33,e:\Videos\EditedVideos\VHA-Interview\Audios\P12.wav,194.03,0.03715314168248944,56.84420255712723,77.38042279103651,-300.0,377.3804227910365,60.301960945602005,185.00556130364768,511.8345491418954,78.98586773299382,432.8486814089016,49.22682047760196,685.5930199813464,1797.7547946243892,2905.278212703391,471.1673731981883,581.0455305767047,710.2863829859706,388.63310843316685,470.2308235503772,624.099504766705,3.2482522513759515,5.211526595027926,1.9390881579499508,2.8815329560004033
34,e:\Videos\EditedVideos\VHA-Interview\Audios\PP31.wav,300.83997732426303,0.07156509110343615,57.77571654272853,75.84483306573817,-300.0,375.84483306573816,24.453995762625464,226.11772813962605,588.779755904088,77.60642210203304,511.17333380205497,41.27452857773264,667.9166989935411,1897.4541326175104,2928.637997821411,495.5419893594986,575.4004507332148,663.1129367596667,353.9383885490986,373.9253737731537,422.5440958562752,3.477278360546172,5.370610487988924,1.7394923928202413,2.5782526915256527
35,e:\Videos\EditedVideos\VHA-Interview\Audios\PP32.wav,236.17,0.09126265396978418,59.88500175622874,77.95562935212133,-300.0,377.9556293521213,27.299527781534536,186.2753103717033,598.1395511259933,74.98917259395391,523.1503785320394,62.32738278885593,608.8015338483867,1777.448213253043,2763.071113348696,376.2235823503571,537.976317890515,623.4071765256028,307.92826868024997,388.9789856183712,438.27327950816704,3.390616664841373,5.2549023859875055,1.5207298016875335,2.1502513983405853
36,e:\Videos\EditedVideos\VHA-Interview\Audios\PP33.wav,288.0,0.10071401313007365,59.45164187576741,78.38121212410759,-300.0,378.3812121241076,25.04898940889026,236.6051528007835,598.0193119463615,75.29483996193032,522.7244719844313,55.660190287481065,673.2124129541255,1885.1256869784054,2877.080676580745,374.71415129050894,516.1083611976329,580.5950542400761,313.39088441434365,364.4542859532539,404.6024222865574,3.328543832835709,5.049697329188798,1.6084713310947312,2.3097489734678986
37,e:\Videos\EditedVideos\VHA-Interview\Audios\PP35.wav,187.66,0.050686775884849565,58.33052448624146,83.93443928350209,-300.0,383.9344392835021,63.27785562811367,222.67247124559586,532.7674797356091,89.93240330682528,442.8350764287838,43.378553091750334,691.0807726987102,1851.969919590775,2901.5064806249607,439.73617731196475,552.6001078411506,562.247970980218,357.95711943098485,417.4362650941503,601.4005107082332,3.189734678827794,4.966263857914803,1.5469051859001568,2.297992597549414
38,e:\Videos\EditedVideos\VHA-Interview\Audios\PP37.wav,183.46,0.03984672205471054,57.38337703961616,77.192749570978,-300.0,377.192749570978,66.05038812921217,197.1989716759543,481.82982883366066,75.03732951645587,406.7924993172048,48.428462997298006,681.4686105544723,1879.630321308746,2991.130804956646,425.3488705734599,510.40182546158246,604.6218741161116,372.5243848638286,410.0767545980239,596.9997825895495,3.3517539518262054,5.274331476486905,1.6553728379767785,2.3806158341779433
39,e:\Videos\EditedVideos\VHA-Interview\Audios\PP42.wav,252.31,0.06541789956780046,58.15164859367169,72.59489124290828,-300.0,372.59489124290826,26.45456614622556,119.77744727258717,598.786635326598,75.0071429264124,523.7794924001856,91.88258149331708,652.3975602404015,1788.6575566501508,2889.835600037597,452.5757837991838,544.1748143588984,631.460728844576,355.0952925753295,403.4729274187797,446.36850873826177,3.3252954540485242,5.38253179943577,1.664637137962018,2.5088787981234852
40,e:\Videos\EditedVideos\VHA-Interview\Audios\PP43.wav,129.24,0.015289071888944154,54.744684185729454,68.68363762323372,-300.0,368.6836376232337,35.56215458961791,155.88309503377997,599.7930434739679,74.95750450330505,524.8355389706629,145.17517182408906,642.9946120291618,1768.4929386122485,2747.4889991548184,444.4826153270649,526.8945039487998,572.315526833826,321.44630997885525,400.35618484068533,498.16952916845685,3.2567726409945967,5.0166235450777,1.6382857637212187,2.3453238242069716
41,e:\Videos\EditedVideos\VHA-Interview\Audios\PP44.wav,369.01,0.022864935252313943,51.93597245321733,70.96913274504254,-300.0,370.96913274504254,21.648774610835787,208.80234785776463,599.322709717913,74.95276462788385,524.3699450900291,141.48905680885733,675.427942185316,1885.512492581991,2904.7563030045753,561.7228910762275,748.8425046428146,820.0764041991962,371.79820870493336,401.4497735816986,491.76072420055556,3.4629815009803693,5.332967296515754,1.7942938490965312,2.6717863055968913
42,e:\Videos\EditedVideos\VHA-Interview\Audios\PP45.wav,197.81,0.07491666612825935,59.79257491653633,74.78908959355249,-300.0,374.7890895935525,29.856190522306743,131.62236388755065,598.8822325691152,75.0442879192018,523.8379446499134,72.21381889738547,585.2519913623005,1813.908753583757,2773.6954320373848,383.08625161900324,533.4281642082356,638.4964120538526,325.93053314505397,382.6907957424099,479.2656191970625,3.8025412419735276,5.749113448664328,1.9402801662862463,2.7576333581902683
43,e:\Videos\EditedVideos\VHA-Interview\Audios\PP47.wav,137.44,0.007319628384894117,51.27931525265392,71.19539357626505,-300.0,371.195393576265,34.14239493456134,123.8433455559361,537.812787753896,75.01972497154682,462.79306278234924,37.269277566036834,716.6500442042791,1880.7899046751286,2947.604614888504,595.8993935280347,696.3949323234153,675.333876938044,395.406378767781,439.98440242731897,512.9747303605247,3.2580781667230743,5.156225322281601,1.7403581488302353,2.723731496823189
44,e:\Videos\EditedVideos\VHA-Interview\Audios\PP34.wav,289.88,0.028565636977241703,53.95127753994939,70.70607207262617,-300.0,370.70607207262617,24.274394878086564,183.68915220687052,594.3043467820285,75.01645561366574,519.2878911683628,47.37960559657285,648.4203080128208,1821.0805537701083,2830.1068266677858,460.58768551720107,590.6449805092321,551.9984950283463,360.47184985924616,381.23911949542673,424.27958971093125,3.392181913978636,5.300076130940526,1.6595059283947708,2.5079163329044487
